edge_type,role_group,source_id,source_name,source_display_name,source_type,work_id,work_name,work_type,work_genre,work_release_year
PerformerOf,contributor,13057,Jie Tan,Jie Tan,Person,13055,Oceanic Pulse,Album,Jazz Surf Rock,2027
PerformerOf,contributor,13058,Jing Pan,Jing Pan,Person,13055,Oceanic Pulse,Album,Jazz Surf Rock,2027
PerformerOf,contributor,13060,Qiang Long,Qiang Long,Person,13055,Oceanic Pulse,Album,Jazz Surf Rock,2027
PerformerOf,contributor,13061,Xia Jin,Xia Jin,Person,13055,Oceanic Pulse,Album,Jazz Surf Rock,2027
PerformerOf,contributor,13056,Yong Su,Yong Su,Person,13055,Oceanic Pulse,Album,Jazz Surf Rock,2027
PerformerOf,contributor,13116,Bryan Laffray-Recers,Bryan Laffray-Recers,Person,13112,Paris Nights and Banana Skirts,Song,Synthwave,2027
PerformerOf,contributor,13113,Clara Weitzel,Clara Weitzel,Person,13112,Paris Nights and Banana Skirts,Song,Synthwave,2027
PerformerOf,contributor,13114,Gianfrancesco Merisi,Gianfrancesco Merisi,Person,13112,Paris Nights and Banana Skirts,Song,Synthwave,2027
PerformerOf,contributor,3589,Laetitia Bertrand-Becker,Laetitia Bertrand-Becker,Person,13112,Paris Nights and Banana Skirts,Song,Synthwave,2027
PerformerOf,contributor,13115,Mercedes Salata,Mercedes Salata,Person,13112,Paris Nights and Banana Skirts,Song,Synthwave,2027
ComposerOf,contributor,13119,Wei Qiao,Wei Qiao,Person,13117,Midnight at the FoliesBergère,Song,Space Rock,2027
LyricistOf,contributor,13121,Gang Tian,Gang Tian,Person,13117,Midnight at the FoliesBergère,Song,Space Rock,2027
PerformerOf,contributor,13118,Li Yan,Vince Shadow,Person,13117,Midnight at the FoliesBergère,Song,Space Rock,2027
PerformerOf,contributor,2566,Xiuying Yin,Xiuying Yin,Person,13117,Midnight at the FoliesBergère,Song,Space Rock,2027
PerformerOf,contributor,13122,Yang Meng,Yang Meng,Person,13117,Midnight at the FoliesBergère,Song,Space Rock,2027
ProducerOf,contributor,13120,Na Gong,Na Gong,Person,13117,Midnight at the FoliesBergère,Song,Space Rock,2027
ProducerOf,contributor,2566,Xiuying Yin,Xiuying Yin,Person,13117,Midnight at the FoliesBergère,Song,Space Rock,2027
LyricistOf,contributor,13153,Min Qin,Min Qin,Person,13150,Echoes from a Dutch Horizon,Album,Space Rock,2027
PerformerOf,contributor,13151,Ping Fang,Ping Fang,Person,13150,Echoes from a Dutch Horizon,Album,Space Rock,2027
PerformerOf,contributor,13152,Qiang Lu,Qiang Lu,Person,13150,Echoes from a Dutch Horizon,Album,Space Rock,2027
ProducerOf,contributor,13151,Ping Fang,Ping Fang,Person,13150,Echoes from a Dutch Horizon,Album,Space Rock,2027
ComposerOf,contributor,13234,Gang Lin,Gang Lin,Person,13232,The Wisdom of Not Knowing,Song,Oceanus Folk,2027
PerformerOf,contributor,13233,Jason Vaughn,Jason Vaughn,Person,13232,The Wisdom of Not Knowing,Song,Oceanus Folk,2027
PerformerOf,contributor,13235,Summer Bender,Summer Bender,Person,13232,The Wisdom of Not Knowing,Song,Oceanus Folk,2027
ProducerOf,contributor,13235,Summer Bender,Summer Bender,Person,13232,The Wisdom of Not Knowing,Song,Oceanus Folk,2027
ComposerOf,contributor,4418,Jun Fang,Jun Fang,Person,13260,Whispers of Harvest Stillness,Song,Indie Folk,2027
PerformerOf,contributor,13261,Chao Shao,Chao Shao,Person,13260,Whispers of Harvest Stillness,Song,Indie Folk,2027
PerformerOf,contributor,4418,Jun Fang,Jun Fang,Person,13260,Whispers of Harvest Stillness,Song,Indie Folk,2027
PerformerOf,contributor,6807,Min Shao,Min Shao,Person,13260,Whispers of Harvest Stillness,Song,Indie Folk,2027
PerformerOf,contributor,10914,Min Wen,Min Wen,Person,13260,Whispers of Harvest Stillness,Song,Indie Folk,2027
PerformerOf,contributor,1073,Xiulan Gong,Xiulan Gong,Person,13260,Whispers of Harvest Stillness,Song,Indie Folk,2027
ComposerOf,contributor,13269,Julia Allen,Julia Allen,Person,13266,Earthen Lullaby,Album,Dream Pop,2027
LyricistOf,contributor,13270,David Castaneda,David Castaneda,Person,13266,Earthen Lullaby,Album,Dream Pop,2027
PerformerOf,contributor,13267,Carol Wallace,Carol Wallace,Person,13266,Earthen Lullaby,Album,Dream Pop,2027
PerformerOf,contributor,13270,David Castaneda,David Castaneda,Person,13266,Earthen Lullaby,Album,Dream Pop,2027
PerformerOf,contributor,13271,Eric Boyd,Eric Boyd,Person,13266,Earthen Lullaby,Album,Dream Pop,2027
PerformerOf,contributor,13268,Haley Adams,Haley Adams,Person,13266,Earthen Lullaby,Album,Dream Pop,2027
ProducerOf,contributor,13271,Eric Boyd,Eric Boyd,Person,13266,Earthen Lullaby,Album,Dream Pop,2027
ProducerOf,contributor,13268,Haley Adams,Haley Adams,Person,13266,Earthen Lullaby,Album,Dream Pop,2027
LyricistOf,contributor,13285,Tao Fang,Tao Fang,Person,13282,Greenback Swagger,Song,Jazz Surf Rock,2027
PerformerOf,contributor,13284,Juan Jin,Juan Jin,Person,13282,Greenback Swagger,Song,Jazz Surf Rock,2027
PerformerOf,contributor,9380,Jun Dai,Jun Dai,Person,13282,Greenback Swagger,Song,Jazz Surf Rock,2027
PerformerOf,contributor,12337,Li Lin,Li Lin,Person,13282,Greenback Swagger,Song,Jazz Surf Rock,2027
PerformerOf,contributor,16868,Stormheart,Stormheart,MusicalGroup,13282,Greenback Swagger,Song,Jazz Surf Rock,2027
PerformerOf,contributor,13285,Tao Fang,Tao Fang,Person,13282,Greenback Swagger,Song,Jazz Surf Rock,2027
PerformerOf,contributor,13283,Yang Xue,Yang Xue,Person,13282,Greenback Swagger,Song,Jazz Surf Rock,2027
ProducerOf,contributor,1074,Jing Cui,Jing Cui,Person,13282,Greenback Swagger,Song,Jazz Surf Rock,2027
ProducerOf,contributor,16868,Stormheart,Stormheart,MusicalGroup,13282,Greenback Swagger,Song,Jazz Surf Rock,2027
ComposerOf,contributor,1066,Franck Hernandez Le Leclerc,Franck Hernandez Le Leclerc,Person,13648,Whispers in My Sleep,Song,Doom Metal,2027
PerformerOf,contributor,13650,Alain du Vaillant,Alain du Vaillant,Person,13648,Whispers in My Sleep,Song,Doom Metal,2027
PerformerOf,contributor,4445,Arnaude Joseph-Lacombe,Arnaude Joseph-Lacombe,Person,13648,Whispers in My Sleep,Song,Doom Metal,2027
PerformerOf,contributor,1064,Audrey-Suzanne Ribeiro,Audrey-Suzanne Ribeiro,Person,13648,Whispers in My Sleep,Song,Doom Metal,2027
PerformerOf,contributor,13649,Guy Voisin,Guy Voisin,Person,13648,Whispers in My Sleep,Song,Doom Metal,2027
ProducerOf,contributor,4445,Arnaude Joseph-Lacombe,Arnaude Joseph-Lacombe,Person,13648,Whispers in My Sleep,Song,Doom Metal,2027
ProducerOf,contributor,1064,Audrey-Suzanne Ribeiro,Audrey-Suzanne Ribeiro,Person,13648,Whispers in My Sleep,Song,Doom Metal,2027
LyricistOf,contributor,13690,Pamela Ayala,Pamela Ayala,Person,13687,Seams of Service,Song,Dream Pop,2027
PerformerOf,contributor,13688,Morgan Carlson,Morgan Carlson,Person,13687,Seams of Service,Song,Dream Pop,2027
PerformerOf,contributor,13690,Pamela Ayala,Pamela Ayala,Person,13687,Seams of Service,Song,Dream Pop,2027
PerformerOf,contributor,565,Wei Mo,Wei Mo,Person,13687,Seams of Service,Song,Dream Pop,2027
ProducerOf,contributor,13689,Lisa Hanna,Lisa Hanna,Person,13687,Seams of Service,Song,Dream Pop,2027
ComposerOf,contributor,10442,Kelly Jones,Kelly Jones,Person,13703,Unraveling Our Story,Song,Dream Pop,2027
LyricistOf,contributor,13704,Ana Garrison,Ana Garrison,Person,13703,Unraveling Our Story,Song,Dream Pop,2027
PerformerOf,contributor,10442,Kelly Jones,Kelly Jones,Person,13703,Unraveling Our Story,Song,Dream Pop,2027
LyricistOf,contributor,13769,Ming Hou,Ming Hou,Person,13768,Salt-Stained Serenade,Song,Dream Pop,2027
LyricistOf,contributor,1198,Qiang He,Qiang He,Person,13768,Salt-Stained Serenade,Song,Dream Pop,2027
PerformerOf,contributor,13770,Chao Lin,Chao Lin,Person,13768,Salt-Stained Serenade,Song,Dream Pop,2027
PerformerOf,contributor,1202,Emily Nelson,Emily Nelson,Person,13768,Salt-Stained Serenade,Song,Dream Pop,2027
PerformerOf,contributor,13771,Lei Yi,Lei Yi,Person,13768,Salt-Stained Serenade,Song,Dream Pop,2027
PerformerOf,contributor,13769,Ming Hou,Ming Hou,Person,13768,Salt-Stained Serenade,Song,Dream Pop,2027
PerformerOf,contributor,16751,Nordic Kitchen Collective,Nordic Kitchen Collective,MusicalGroup,13768,Salt-Stained Serenade,Song,Dream Pop,2027
PerformerOf,contributor,1200,Qiang Zhao,Qiang Zhao,Person,13768,Salt-Stained Serenade,Song,Dream Pop,2027
ProducerOf,contributor,16751,Nordic Kitchen Collective,Nordic Kitchen Collective,MusicalGroup,13768,Salt-Stained Serenade,Song,Dream Pop,2027
ComposerOf,contributor,4799,Na Yin,Na Yin,Person,13781,Lead Weight Blues,Song,Synthwave,2027
LyricistOf,contributor,4154,Xiuying Long,Xiuying Long,Person,13781,Lead Weight Blues,Song,Synthwave,2027
PerformerOf,contributor,4799,Na Yin,Na Yin,Person,13781,Lead Weight Blues,Song,Synthwave,2027
PerformerOf,contributor,13783,Xiuying Cao,Xiuying Cao,Person,13781,Lead Weight Blues,Song,Synthwave,2027
PerformerOf,contributor,4154,Xiuying Long,Xiuying Long,Person,13781,Lead Weight Blues,Song,Synthwave,2027
PerformerOf,contributor,12154,Yan Zou,Yan Zou,Person,13781,Lead Weight Blues,Song,Synthwave,2027
ProducerOf,contributor,6348,Tao Guo,Tao Guo,Person,13781,Lead Weight Blues,Song,Synthwave,2027
ProducerOf,contributor,13782,Yang Cai,Yang Cai,Person,13781,Lead Weight Blues,Song,Synthwave,2027
ComposerOf,contributor,16745,Sonic Renegade,Sonic Renegade,MusicalGroup,13817,Warsaw Veins,Song,Space Rock,2027
LyricistOf,contributor,1718,Joshua Herring,Joshua Herring,Person,13817,Warsaw Veins,Song,Space Rock,2027
PerformerOf,contributor,11332,Colleen Frank PhD,Colleen Frank PhD,Person,13817,Warsaw Veins,Song,Space Rock,2027
PerformerOf,contributor,13818,Dennis Mcdowell,Dennis Mcdowell,Person,13817,Warsaw Veins,Song,Space Rock,2027
PerformerOf,contributor,1719,Gerald Mullins,Gerald Mullins,Person,13817,Warsaw Veins,Song,Space Rock,2027
PerformerOf,contributor,1718,Joshua Herring,Joshua Herring,Person,13817,Warsaw Veins,Song,Space Rock,2027
ProducerOf,contributor,1716,Kimberly Snyder,Slate,Person,13817,Warsaw Veins,Song,Space Rock,2027
ComposerOf,contributor,14062,Connie Turner,Connie Turner,Person,14058,Saints and Sinners in Row G,Song,Space Rock,2027
ComposerOf,contributor,14063,Erica Poole,Erica Poole,Person,14058,Saints and Sinners in Row G,Song,Space Rock,2027
PerformerOf,contributor,14064,Cassandra Hernandez,Cassandra Hernandez,Person,14058,Saints and Sinners in Row G,Song,Space Rock,2027
PerformerOf,contributor,14063,Erica Poole,Erica Poole,Person,14058,Saints and Sinners in Row G,Song,Space Rock,2027
PerformerOf,contributor,14060,Gary Edwards,Gary Edwards,Person,14058,Saints and Sinners in Row G,Song,Space Rock,2027
PerformerOf,contributor,14061,James Perry,James Perry,Person,14058,Saints and Sinners in Row G,Song,Space Rock,2027
PerformerOf,contributor,14059,Richard Cook,Richard Cook,Person,14058,Saints and Sinners in Row G,Song,Space Rock,2027
ProducerOf,contributor,14061,James Perry,James Perry,Person,14058,Saints and Sinners in Row G,Song,Space Rock,2027
LyricistOf,contributor,14096,Hridaan Rout,Hridaan Rout,Person,14095,Sule Skerry's Lament,Song,Synthwave,2027
PerformerOf,contributor,14096,Hridaan Rout,Hridaan Rout,Person,14095,Sule Skerry's Lament,Song,Synthwave,2027
LyricistOf,contributor,14186,Guiying Qian,Guiying Qian,Person,14182,The Spaces We Inhabit,Song,Dream Pop,2027
PerformerOf,contributor,14186,Guiying Qian,Guiying Qian,Person,14182,The Spaces We Inhabit,Song,Dream Pop,2027
PerformerOf,contributor,14185,James Weber,James Weber,Person,14182,The Spaces We Inhabit,Song,Dream Pop,2027
PerformerOf,contributor,7692,Juan Shao,Juan Shao,Person,14182,The Spaces We Inhabit,Song,Dream Pop,2027
PerformerOf,contributor,14183,Yong Zhong,Yong Zhong,Person,14182,The Spaces We Inhabit,Song,Dream Pop,2027
ProducerOf,contributor,14185,James Weber,James Weber,Person,14182,The Spaces We Inhabit,Song,Dream Pop,2027
ProducerOf,contributor,14184,Xia Ma,Xia Ma,Person,14182,The Spaces We Inhabit,Song,Dream Pop,2027
PerformerOf,contributor,10933,Joseph Chen,EAZY 9INE,Person,14197,Rumbo al Horizonte,Song,Indie Rock,2027
ProducerOf,contributor,10932,Brandon Hoffman,Infinite Monsoon,Person,14197,Rumbo al Horizonte,Song,Indie Rock,2027
ComposerOf,contributor,6676,Anthony Salas,Anthony Salas,Person,14285,The Portly President's Promise,Song,Post-Apocalyptic Folk,2027
LyricistOf,contributor,14286,Benjamin Rogers,Benjamin Rogers,Person,14285,The Portly President's Promise,Song,Post-Apocalyptic Folk,2027
PerformerOf,contributor,14287,Angela Greene,Angela Greene,Person,14285,The Portly President's Promise,Song,Post-Apocalyptic Folk,2027
PerformerOf,contributor,6676,Anthony Salas,Anthony Salas,Person,14285,The Portly President's Promise,Song,Post-Apocalyptic Folk,2027
PerformerOf,contributor,6677,Nicole Williamson,Nicole Williamson,Person,14285,The Portly President's Promise,Song,Post-Apocalyptic Folk,2027
ProducerOf,contributor,6677,Nicole Williamson,Nicole Williamson,Person,14285,The Portly President's Promise,Song,Post-Apocalyptic Folk,2027
ComposerOf,contributor,14320,Xiulan Shi,Xiulan Shi,Person,14316,Echoes of a Hundred Horizons,Song,Psychedelic Rock,2027
ComposerOf,contributor,14321,Yan Zhao,Yan Zhao,Person,14316,Echoes of a Hundred Horizons,Song,Psychedelic Rock,2027
LyricistOf,contributor,14318,Jun Gong,Jun Gong,Person,14316,Echoes of a Hundred Horizons,Song,Psychedelic Rock,2027
PerformerOf,contributor,2458,Xiuying Fang,Xiuying Fang,Person,14316,Echoes of a Hundred Horizons,Song,Psychedelic Rock,2027
PerformerOf,contributor,14321,Yan Zhao,Yan Zhao,Person,14316,Echoes of a Hundred Horizons,Song,Psychedelic Rock,2027
PerformerOf,contributor,14319,Yang Hu,Yang Hu,Person,14316,Echoes of a Hundred Horizons,Song,Psychedelic Rock,2027
ProducerOf,contributor,52,Na Guo,Na Guo,Person,14316,Echoes of a Hundred Horizons,Song,Psychedelic Rock,2027
ProducerOf,contributor,14317,Wei Wen,Wei Wen,Person,14316,Echoes of a Hundred Horizons,Song,Psychedelic Rock,2027
LyricistOf,contributor,9094,Yang Zhang,Yang Zhang,Person,14416,Parchment and Heresy,Song,Dream Pop,2027
PerformerOf,contributor,9094,Yang Zhang,Yang Zhang,Person,14416,Parchment and Heresy,Song,Dream Pop,2027
ProducerOf,contributor,9095,Guiying Jin,Guiying Jin,Person,14416,Parchment and Heresy,Song,Dream Pop,2027
PerformerOf,contributor,14526,Janet Aguilar,Janet Aguilar,Person,14524,Melodic Exposition,Album,Dream Pop,2027
PerformerOf,contributor,14525,Rodney Hayes,Rodney Hayes,Person,14524,Melodic Exposition,Album,Dream Pop,2027
PerformerOf,contributor,2383,Xavier Leclerc,Xavier Leclerc,Person,14524,Melodic Exposition,Album,Dream Pop,2027
ProducerOf,contributor,2383,Xavier Leclerc,Xavier Leclerc,Person,14524,Melodic Exposition,Album,Dream Pop,2027
ComposerOf,contributor,1094,Xiulan Tang,Xiulan Tang,Person,14589,Digital Frontier,Song,Americana,2027
LyricistOf,contributor,10664,Elizabeth Garcia,Elizabeth Garcia,Person,14589,Digital Frontier,Song,Americana,2027
PerformerOf,contributor,1093,Li Gong,Li Gong,Person,14589,Digital Frontier,Song,Americana,2027
PerformerOf,contributor,16876,Moral Friction,Moral Friction,MusicalGroup,14589,Digital Frontier,Song,Americana,2027
ProducerOf,contributor,16876,Moral Friction,Moral Friction,MusicalGroup,14589,Digital Frontier,Song,Americana,2027
ComposerOf,contributor,14604,Rebecca Bishop,Rebecca Bishop,Person,14602,Coordinates of Silence,Song,Dream Pop,2027
LyricistOf,contributor,14605,Cas Everde,Cas Everde,Person,14602,Coordinates of Silence,Song,Dream Pop,2027
PerformerOf,contributor,14605,Cas Everde,Cas Everde,Person,14602,Coordinates of Silence,Song,Dream Pop,2027
PerformerOf,contributor,14603,Regina Vance,Regina Vance,Person,14602,Coordinates of Silence,Song,Dream Pop,2027
ComposerOf,contributor,14614,Adélaïde Letellier de Cordier,Adélaïde Letellier de Cordier,Person,14611,Almost (But Not Quite) Yours,Album,Alternative Rock,2027
LyricistOf,contributor,14612,Claude Jean,Claude Jean,Person,14611,Almost (But Not Quite) Yours,Album,Alternative Rock,2027
PerformerOf,contributor,14612,Claude Jean,Claude Jean,Person,14611,Almost (But Not Quite) Yours,Album,Alternative Rock,2027
ProducerOf,contributor,14613,Mathilde Texier,Mathilde Texier,Person,14611,Almost (But Not Quite) Yours,Album,Alternative Rock,2027
ComposerOf,contributor,16776,Archipelago,Archipelago,MusicalGroup,14627,Kingdoms of Ancient Breath,Song,Synthwave,2027
LyricistOf,contributor,9197,Vincentio Galiazzo,Vincentio Galiazzo,Person,14627,Kingdoms of Ancient Breath,Song,Synthwave,2027
PerformerOf,contributor,16776,Archipelago,Archipelago,MusicalGroup,14627,Kingdoms of Ancient Breath,Song,Synthwave,2027
PerformerOf,contributor,9194,Giuliana Costanzi,Giuliana Costanzi,Person,14627,Kingdoms of Ancient Breath,Song,Synthwave,2027
PerformerOf,contributor,3753,Graziella Saffi,Graziella Saffi,Person,14627,Kingdoms of Ancient Breath,Song,Synthwave,2027
ProducerOf,contributor,9199,Maura Chiappetta,Maura Chiappetta,Person,14627,Kingdoms of Ancient Breath,Song,Synthwave,2027
PerformerOf,contributor,14776,Juan Wu,Juan Wu,Person,14774,Two Days to Live,Album,Post-Apocalyptic Folk,2027
PerformerOf,contributor,14775,Ming Kong,L.A. Rose,Person,14774,Two Days to Live,Album,Post-Apocalyptic Folk,2027
ProducerOf,contributor,14776,Juan Wu,Juan Wu,Person,14774,Two Days to Live,Album,Post-Apocalyptic Folk,2027
LyricistOf,contributor,14808,Qiang Shi,Qiang Shi,Person,14804,The Forgotten Turret,Song,Americana,2027
PerformerOf,contributor,14805,Lei Wan,Lei Wan,Person,14804,The Forgotten Turret,Song,Americana,2027
PerformerOf,contributor,14808,Qiang Shi,Qiang Shi,Person,14804,The Forgotten Turret,Song,Americana,2027
PerformerOf,contributor,14806,Tao Ma,Tao Ma,Person,14804,The Forgotten Turret,Song,Americana,2027
PerformerOf,contributor,14807,Wei Xiao,Wei Xiao,Person,14804,The Forgotten Turret,Song,Americana,2027
ProducerOf,contributor,14805,Lei Wan,Lei Wan,Person,14804,The Forgotten Turret,Song,Americana,2027
ComposerOf,contributor,7134,Tao Yin,Tao Yin,Person,15210,Escape Route,Song,Jazz Surf Rock,2027
LyricistOf,contributor,7136,Wei Liu,Wei Liu,Person,15210,Escape Route,Song,Jazz Surf Rock,2027
PerformerOf,contributor,5038,Min He,Min He,Person,15210,Escape Route,Song,Jazz Surf Rock,2027
PerformerOf,contributor,15211,Yong Xue,Yong Xue,Person,15210,Escape Route,Song,Jazz Surf Rock,2027
ProducerOf,contributor,5038,Min He,Min He,Person,15210,Escape Route,Song,Jazz Surf Rock,2027
ComposerOf,contributor,4418,Jun Fang,Jun Fang,Person,15267,Heartbeats Intertwined,Song,Jazz Surf Rock,2027
LyricistOf,contributor,15269,Ming Duan,Ming Duan,Person,15267,Heartbeats Intertwined,Song,Jazz Surf Rock,2027
PerformerOf,contributor,4418,Jun Fang,Jun Fang,Person,15267,Heartbeats Intertwined,Song,Jazz Surf Rock,2027
ProducerOf,contributor,15268,Jun Gong,Jun Gong,Person,15267,Heartbeats Intertwined,Song,Jazz Surf Rock,2027
LyricistOf,contributor,3068,Tao Lei,Tao Lei,Person,15295,The Color of Resilience,Song,Americana,2027
PerformerOf,contributor,15297,Gang Ren,Gang Ren,Person,15295,The Color of Resilience,Song,Americana,2027
PerformerOf,contributor,3070,Min Jin,Min Jin,Person,15295,The Color of Resilience,Song,Americana,2027
PerformerOf,contributor,3068,Tao Lei,Tao Lei,Person,15295,The Color of Resilience,Song,Americana,2027
PerformerOf,contributor,15296,Yang Hou,Yang Hou,Person,15295,The Color of Resilience,Song,Americana,2027
ProducerOf,contributor,16873,Animated Antics,Animated Antics,MusicalGroup,15295,The Color of Resilience,Song,Americana,2027
ComposerOf,contributor,15434,Alyssa Adams,Alyssa Adams,Person,15430,Tangled Hearts in Motion,Song,Indie Rock,2027
LyricistOf,contributor,15432,Jessica Valentine,Jessica Valentine,Person,15430,Tangled Hearts in Motion,Song,Indie Rock,2027
PerformerOf,contributor,5750,Dominique Ramos,Dominique Ramos,Person,15430,Tangled Hearts in Motion,Song,Indie Rock,2027
PerformerOf,contributor,15433,Jodi Gilbert,Jodi Gilbert,Person,15430,Tangled Hearts in Motion,Song,Indie Rock,2027
PerformerOf,contributor,15431,Pamela Kent,Pamela Kent,Person,15430,Tangled Hearts in Motion,Song,Indie Rock,2027
ProducerOf,contributor,5750,Dominique Ramos,Dominique Ramos,Person,15430,Tangled Hearts in Motion,Song,Indie Rock,2027
