influence_type,source_id,source_name,source_display_name,source_type,source_genre,source_year,target_id,target_name,target_display_name,target_type,target_genre,target_year
InterpolatesFrom,9831,Wisdom's Edge,Wisdom's Edge,Song,Space Rock,2025,10928,Whispers in the Shadows,Whispers in the Shadows,Album,Dream Pop,2022
InterpolatesFrom,13321,Rootless Heart,Rootless Heart,Song,Psychedelic Rock,2025,7278,Requiem for a Fading Self,Requiem for a Fading Self,Song,Synthwave,2022
InterpolatesFrom,16292,Whispers of Goodbye,Whispers of Goodbye,Song,Darkwave,2025,3879,Palabras del Corazón,Palabras del Corazón,Album,Darkwave,2022
LyricalReferenceTo,3118,The Ridges of Blood,The Ridges of Blood,Album,Space Rock,2025,13246,Petals Under My Heel,Petals Under My Heel,Album,Space Rock,2022
LyricalReferenceTo,4243,Sing Your Heart Out,Sing Your Heart Out,Song,Psychedelic Rock,2025,15261,Whispers in the Moonlight,Whispers in the Moonlight,Song,Psychedelic Rock,2022
LyricalReferenceTo,14424,Waiting by the Lakeshore,Waiting by the Lakeshore,Song,Dream Pop,2025,9308,Ancestral Melodies of the Plains,Ancestral Melodies of the Plains,Song,Dream Pop,2022
CoverOf,4742,Aromatic Attraction,Aromatic Attraction,Song,Psychedelic Rock,2025,3451,"Empty Promises, Hollow Feelings","Empty Promises, Hollow Feelings",Album,Psychedelic Rock,2023
CoverOf,8714,Luminous Silence,Luminous Silence,Song,Oceanus Folk,2025,2398,Numbers Between The Stars,Numbers Between The Stars,Song,Indie Folk,2023
CoverOf,13243,Fragile Glass Heart,Fragile Glass Heart,Song,Psychedelic Rock,2025,4541,Hustler's Birthright,Hustler's Birthright,Song,Psychedelic Rock,2023
InStyleOf,683,Whispers of a Father's Heart,Whispers of a Father's Heart,Album,Jazz Surf Rock,2025,10055,"Lights, Camera, Heartbreak","Lights, Camera, Heartbreak",Album,Dream Pop,2023
InStyleOf,5980,Sacred Resonance,Sacred Resonance,Song,Indie Rock,2025,2683,Celestial Whispers,Celestial Whispers,Album,Indie Rock,2023
InStyleOf,6780,Rolling Destiny,Rolling Destiny,Song,Synthwave,2025,12732,Premier Souffle du Matin,Premier Souffle du Matin,Song,Synthwave,2023
InStyleOf,16287,Balanced Fever,Balanced Fever,Song,Synthwave,2025,1748,Shadows of the Imperial Throne,Shadows of the Imperial Throne,Song,Dream Pop,2023
InterpolatesFrom,321,Soil of My Soul,Soil of My Soul,Song,Space Rock,2025,8307,Mother's Celestial Embrace,Mother's Celestial Embrace,Song,Jazz Surf Rock,2023
LyricalReferenceTo,3652,Wishful Thinking Anthem,Wishful Thinking Anthem,Song,Dream Pop,2025,3636,Consent Is King,Consent Is King,Song,Dream Pop,2023
LyricalReferenceTo,7672,Mineral Whispers,Mineral Whispers,Song,Dream Pop,2025,16211,Phantom Heartstrings,Phantom Heartstrings,Song,Dream Pop,2023
LyricalReferenceTo,14940,Faded Polaroids,Faded Polaroids,Song,Oceanus Folk,2025,3367,Courage in Quiet Moments,Courage in Quiet Moments,Song,Oceanus Folk,2023
LyricalReferenceTo,16292,Whispers of Goodbye,Whispers of Goodbye,Song,Darkwave,2025,2424,Unwind Tonight,Unwind Tonight,Song,Darkwave,2023
CoverOf,8667,Humble Heart's Echo,Humble Heart's Echo,Song,Psychedelic Rock,2025,11768,The Slow Dissolve,The Slow Dissolve,Song,Dream Pop,2024
CoverOf,9124,Jingle Jangle Jive,Jingle Jangle Jive,Song,Desert Rock,2025,8382,Privileged Poverty,Privileged Poverty,Song,Dream Pop,2024
CoverOf,16287,Balanced Fever,Balanced Fever,Song,Synthwave,2025,8382,Privileged Poverty,Privileged Poverty,Song,Dream Pop,2024
InStyleOf,321,Soil of My Soul,Soil of My Soul,Song,Space Rock,2025,15817,Ridges of Romance,Ridges of Romance,Song,Americana,2024
InStyleOf,8892,Sun-Baked Terracotta,Sun-Baked Terracotta,Album,Desert Rock,2025,8624,Luminous Echo,Luminous Echo,Song,Darkwave,2024
InStyleOf,12877,Fragmented Chambers,Fragmented Chambers,Song,Space Rock,2025,10950,Slumbering Visions,Slumbering Visions,Album,Synthwave,2024
InterpolatesFrom,1600,Pawns and Prophets,Pawns and Prophets,Song,Space Rock,2025,11339,Seaside Memories of Rustington,Seaside Memories of Rustington,Song,Indie Rock,2024
InterpolatesFrom,9301,Echoes from the Grasslands,Echoes from the Grasslands,Song,Symphonic Metal,2025,2586,Keys of Forgotten Melodies,Keys of Forgotten Melodies,Song,Americana,2024
InterpolatesFrom,16699,Whispers in Ward 7,Whispers in Ward 7,Song,Doom Metal,2025,9150,Leap Before You Look,Leap Before You Look,Song,Alternative Rock,2024
LyricalReferenceTo,12877,Fragmented Chambers,Fragmented Chambers,Song,Space Rock,2025,995,The Unwritten Answer,The Unwritten Answer,Song,Psychedelic Rock,2024
CoverOf,15241,Nordisk Ljusdans (Nordic Light Dance),Nordisk Ljusdans (Nordic Light Dance),Song,Avant-Garde Folk,2025,2303,Invisible Currents,Invisible Currents,Song,Alternative Rock,2025
DirectlySamples,11263,The Drover's Lament,The Drover's Lament,Album,Post-Apocalyptic Folk,2025,16432,Sabers and Silk,Sabers and Silk,Album,Desert Rock,2025
InStyleOf,8667,Humble Heart's Echo,Humble Heart's Echo,Song,Psychedelic Rock,2025,951,Emociones en Color (Emotions in Color),Emociones en Color (Emotions in Color),Album,Dream Pop,2025
InStyleOf,8823,"Thirty Dawns, Thirty Shadows","Thirty Dawns, Thirty Shadows",Song,Space Rock,2025,6293,Scars of Knowledge,Scars of Knowledge,Song,Dream Pop,2025
InStyleOf,13567,Lowered Expectations,Lowered Expectations,Album,Lo-Fi Electronica,2025,5088,Echoes of a Lonely Gaze,Echoes of a Lonely Gaze,Song,Lo-Fi Electronica,2026
InterpolatesFrom,8894,Picnic Vessel Memories,Picnic Vessel Memories,Song,Darkwave,2025,13214,Catalog of My Existence,Catalog of My Existence,Song,Darkwave,2026
DirectlySamples,11357,Sharp Edge of Desire,Sharp Edge of Desire,Song,Alternative Rock,2026,2510,Frozen Moment,Frozen Moment,Song,Dream Pop,1981
InStyleOf,10840,The Mystery of Mariele's Heart,The Mystery of Mariele's Heart,Album,Speed Metal,2026,4583,Wellness Manifesto,Wellness Manifesto,Song,Speed Metal,1983
InterpolatesFrom,15532,Evening's Delicate Petal,Evening's Delicate Petal,Song,Speed Metal,2026,4583,Wellness Manifesto,Wellness Manifesto,Song,Speed Metal,1983
LyricalReferenceTo,9474,Tread Defiant,Tread Defiant,Song,Dream Pop,2026,14670,Proximity of the Heart,Proximity of the Heart,Song,Alternative Rock,1984
CoverOf,14165,Whispers of Homecoming Celebrations,Whispers of Homecoming Celebrations,Song,Jazz Surf Rock,2026,12089,Whispers of Eternal Promise,Whispers of Eternal Promise,Album,Jazz Surf Rock,1987
InStyleOf,15532,Evening's Delicate Petal,Evening's Delicate Petal,Song,Speed Metal,2026,15343,Subdued Tempo,Subdued Tempo,Song,Speed Metal,1987
InterpolatesFrom,16327,Eternal Devotion,Eternal Devotion,Song,Emo/Pop Punk,2026,6315,Iris to Iris,Iris to Iris,Song,Emo/Pop Punk,1987
LyricalReferenceTo,6246,Largo Luminescence,Largo Luminescence,Song,Alternative Rock,2026,14961,The Last Echo of Julie,The Last Echo of Julie,Song,Synthwave,1987
LyricalReferenceTo,10840,The Mystery of Mariele's Heart,The Mystery of Mariele's Heart,Album,Speed Metal,2026,15343,Subdued Tempo,Subdued Tempo,Song,Speed Metal,1987
LyricalReferenceTo,13336,Whispers of a Solitary Reed,Whispers of a Solitary Reed,Song,Dream Pop,2026,14961,The Last Echo of Julie,The Last Echo of Julie,Song,Synthwave,1987
InStyleOf,16327,Eternal Devotion,Eternal Devotion,Song,Emo/Pop Punk,2026,8230,Echoes of the Plateau,Echoes of the Plateau,Song,Emo/Pop Punk,1989
CoverOf,2865,Choreographed Heartbeat,Choreographed Heartbeat,Song,Blues Rock,2026,4510,Celestial Sovereignty,Celestial Sovereignty,Song,Emo/Pop Punk,1990
CoverOf,6246,Largo Luminescence,Largo Luminescence,Song,Alternative Rock,2026,4849,Keys to Heaven's Threshold,Keys to Heaven's Threshold,Album,Synthwave,1990
DirectlySamples,13336,Whispers of a Solitary Reed,Whispers of a Solitary Reed,Song,Dream Pop,2026,4849,Keys to Heaven's Threshold,Keys to Heaven's Threshold,Album,Synthwave,1990
InterpolatesFrom,5040,Eldgamle Stier (Ancient Paths),Eldgamle Stier (Ancient Paths),Song,Lo-Fi Electronica,2026,4849,Keys to Heaven's Threshold,Keys to Heaven's Threshold,Album,Synthwave,1990
InStyleOf,2684,Echoes of a Falling Halo,Echoes of a Falling Halo,Song,Emo/Pop Punk,2026,8832,Lunar Lunar Thirty,Lunar Lunar Thirty,Album,Indie Pop,1991
LyricalReferenceTo,5361,Echoes of Adoration,Echoes of Adoration,Song,Emo/Pop Punk,2026,11984,"Pilgrim Hearts, Rejoicing Night","Pilgrim Hearts, Rejoicing Night",Song,Blues Rock,1991
LyricalReferenceTo,13984,Whispers of a Poet's Ink,Whispers of a Poet's Ink,Song,Indie Pop,2026,5110,Wilderness Vows at Twilight,Wilderness Vows at Twilight,Song,Indie Pop,1991
CoverOf,2078,Dawning Breaths,Dawning Breaths,Song,Indie Pop,2026,6946,Harmony in Three Voices,Harmony in Three Voices,Song,Blues Rock,1992
InStyleOf,5361,Echoes of Adoration,Echoes of Adoration,Song,Emo/Pop Punk,2026,11142,Pivot Point,Pivot Point,Song,Indie Pop,1992
LyricalReferenceTo,14754,Gossip's Flame,Gossip's Flame,Song,Indie Pop,2026,6868,Turning the Page,Turning the Page,Album,Indie Pop,1992
InterpolatesFrom,2078,Dawning Breaths,Dawning Breaths,Song,Indie Pop,2026,15715,Echoes of the Forgotten Stream,Echoes of the Forgotten Stream,Song,Southern Gothic Rock,1993
CoverOf,9474,Tread Defiant,Tread Defiant,Song,Dream Pop,2026,12998,Purified by Divine Light,Purified by Divine Light,Song,Dream Pop,1994
CoverOf,10453,Whispers of Devotion,Whispers of Devotion,Song,Southern Gothic Rock,2026,6745,Temporal Horizon,Temporal Horizon,Song,Indie Pop,1994
CoverOf,11136,Spinning Sideways,Spinning Sideways,Song,Darkwave,2026,3508,Dancing in the Streets of Seville,Dancing in the Streets of Seville,Album,Synthwave,1994
DirectlySamples,14754,Gossip's Flame,Gossip's Flame,Song,Indie Pop,2026,6745,Temporal Horizon,Temporal Horizon,Song,Indie Pop,1994
DirectlySamples,16117,Blue Ridge Heartland,Blue Ridge Heartland,Song,Alternative Rock,2026,3508,Dancing in the Streets of Seville,Dancing in the Streets of Seville,Album,Synthwave,1994
InterpolatesFrom,11995,Lazarus Lane,Lazarus Lane,Album,Dream Pop,2026,3508,Dancing in the Streets of Seville,Dancing in the Streets of Seville,Album,Synthwave,1994
InterpolatesFrom,14754,Gossip's Flame,Gossip's Flame,Song,Indie Pop,2026,8814,Longitude of Longing,Longitude of Longing,Song,Alternative Rock,1994
LyricalReferenceTo,5396,Miles Between Us and Memory Lane,Miles Between Us and Memory Lane,Album,Psychedelic Rock,2026,6368,Tender Embrace,Tender Embrace,Song,Synthwave,1994
LyricalReferenceTo,9669,Wisdom in Her Whispers,Wisdom in Her Whispers,Song,Synthwave,2026,12961,Monologue in Minor,Monologue in Minor,Album,Dream Pop,1994
LyricalReferenceTo,11357,Sharp Edge of Desire,Sharp Edge of Desire,Song,Alternative Rock,2026,13421,"Misunderstood, Not Misguided","Misunderstood, Not Misguided",Song,Dream Pop,1994
LyricalReferenceTo,14760,Nymph's Embrace,Nymph's Embrace,Song,Indie Pop,2026,15521,Sails of the Rebel Coast,Sails of the Rebel Coast,Song,Indie Pop,1994
CoverOf,14754,Gossip's Flame,Gossip's Flame,Song,Indie Pop,2026,13357,Harvest Moon's Embrace,Harvest Moon's Embrace,Album,Southern Gothic Rock,1995
InterpolatesFrom,8288,Ninth Inning Heartbreak,Ninth Inning Heartbreak,Song,Alternative Rock,2026,4229,"Silent Waters, Singing Paths","Silent Waters, Singing Paths",Song,Southern Gothic Rock,1995
LyricalReferenceTo,13984,Whispers of a Poet's Ink,Whispers of a Poet's Ink,Song,Indie Pop,2026,13357,Harvest Moon's Embrace,Harvest Moon's Embrace,Album,Southern Gothic Rock,1995
InStyleOf,14165,Whispers of Homecoming Celebrations,Whispers of Homecoming Celebrations,Song,Jazz Surf Rock,2026,1326,Sunlight of Serenity,Sunlight of Serenity,Song,Jazz Surf Rock,1996
LyricalReferenceTo,6130,Unfolding Path,Unfolding Path,Song,Doom Metal,2026,8355,Whispers of Self-Destruction,Whispers of Self-Destruction,Song,Synthwave,1996
LyricalReferenceTo,16697,Fluorescent Vigil,Fluorescent Vigil,Song,Alternative Rock,2026,2068,Mechanical Memoirs,Mechanical Memoirs,Song,Southern Gothic Rock,1996
CoverOf,5361,Echoes of Adoration,Echoes of Adoration,Song,Emo/Pop Punk,2026,1121,The Tiny Toe's Journey,The Tiny Toe's Journey,Song,Southern Gothic Rock,1997
CoverOf,7700,Invisible Crowds,Invisible Crowds,Album,Indie Folk,2026,5887,The Price of Freedom,The Price of Freedom,Song,Doom Metal,1997
CoverOf,11249,Silence Between Departures,Silence Between Departures,Song,Indie Rock,2026,5660,Vacant Brain Waves,Vacant Brain Waves,Song,Indie Rock,1997
CoverOf,13610,Shadows of Doubt,Shadows of Doubt,Song,Avant-Garde Folk,2026,7707,Disconnected Hearts,Disconnected Hearts,Song,Avant-Garde Folk,1997
CoverOf,13984,Whispers of a Poet's Ink,Whispers of a Poet's Ink,Song,Indie Pop,2026,4609,Brass and Brass: A Polka Memoir,Brass and Brass: A Polka Memoir,Song,Avant-Garde Folk,1997
DirectlySamples,563,Destination You,Destination You,Song,Synthwave,2026,13104,The Vertical Fall,The Vertical Fall,Song,Synthwave,1997
InStyleOf,2357,Unspoken Volumes,Unspoken Volumes,Song,Alternative Rock,2026,15034,Silent Screen Siren,Silent Screen Siren,Song,Alternative Rock,1997
InStyleOf,2475,Thousand Whispers,Thousand Whispers,Song,Alternative Rock,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InStyleOf,4631,Botanical Echoes and Forgotten Rhythms,Botanical Echoes and Forgotten Rhythms,Song,Southern Gothic Rock,2026,1121,The Tiny Toe's Journey,The Tiny Toe's Journey,Song,Southern Gothic Rock,1997
InStyleOf,8602,Spine Signals,Spine Signals,Song,Dream Pop,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InStyleOf,10138,Wishes in the Moment,Wishes in the Moment,Song,Doom Metal,2026,5887,The Price of Freedom,The Price of Freedom,Song,Doom Metal,1997
InStyleOf,11459,Glacial Pulse,Glacial Pulse,Song,Post-Apocalyptic Folk,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InStyleOf,14309,Remembered Breath,Remembered Breath,Song,Alternative Rock,2026,12091,Hearts Bound by Ancient Vows,Hearts Bound by Ancient Vows,Song,Southern Gothic Rock,1997
InStyleOf,14754,Gossip's Flame,Gossip's Flame,Song,Indie Pop,2026,16495,Landscapes of a Forgotten Melody,Landscapes of a Forgotten Melody,Song,Southern Gothic Rock,1997
InStyleOf,15616,Silent Aftermath,Silent Aftermath,Song,Desert Rock,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InterpolatesFrom,7479,Sips and Secrets,Sips and Secrets,Song,Doom Metal,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InterpolatesFrom,7961,Lone Wolf,Lone Wolf,Song,Synthwave,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InterpolatesFrom,8014,Concrete and Dreams,Concrete and Dreams,Song,Synthwave,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InterpolatesFrom,9173,Waiting Room Memories,Waiting Room Memories,Album,Indie Rock,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InterpolatesFrom,10453,Whispers of Devotion,Whispers of Devotion,Song,Southern Gothic Rock,2026,16495,Landscapes of a Forgotten Melody,Landscapes of a Forgotten Melody,Song,Southern Gothic Rock,1997
InterpolatesFrom,11502,Midnight's Sharp Embrace,Midnight's Sharp Embrace,Song,Americana,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
InterpolatesFrom,15391,Imperial Scales of Nagoya,Imperial Scales of Nagoya,Song,Synthwave,2026,15622,Whispers of Finality,Whispers of Finality,Song,Doom Metal,1997
LyricalReferenceTo,4985,Dancing Through the Drums,Dancing Through the Drums,Song,Indie Folk,2026,14994,Mm-Hmm Mm-Hmm,Mm-Hmm Mm-Hmm,Song,Indie Folk,1997
LyricalReferenceTo,10453,Whispers of Devotion,Whispers of Devotion,Song,Southern Gothic Rock,2026,4609,Brass and Brass: A Polka Memoir,Brass and Brass: A Polka Memoir,Song,Avant-Garde Folk,1997
LyricalReferenceTo,16327,Eternal Devotion,Eternal Devotion,Song,Emo/Pop Punk,2026,5051,Whispers of Summer Wings,Whispers of Summer Wings,Song,Emo/Pop Punk,1997
CoverOf,14165,Whispers of Homecoming Celebrations,Whispers of Homecoming Celebrations,Song,Jazz Surf Rock,2026,9754,Uncharted Loneliness,Uncharted Loneliness,Album,Jazz Surf Rock,1998
InStyleOf,13984,Whispers of a Poet's Ink,Whispers of a Poet's Ink,Song,Indie Pop,2026,5279,Silent Walls,Silent Walls,Song,Indie Pop,1998
LyricalReferenceTo,6851,Midnight Carnival,Midnight Carnival,Song,Space Rock,2026,9754,Uncharted Loneliness,Uncharted Loneliness,Album,Jazz Surf Rock,1998
InStyleOf,13984,Whispers of a Poet's Ink,Whispers of a Poet's Ink,Song,Indie Pop,2026,15456,Yolun Yarısı (Halfway Home),Yolun Yarısı (Halfway Home),Song,Southern Gothic Rock,1999
InStyleOf,14795,Tender Fragments and Musical Pauses,Tender Fragments and Musical Pauses,Album,Psychedelic Rock,2026,16441,Weekend Wanderings,Weekend Wanderings,Song,Psychedelic Rock,1999
CoverOf,4281,Lunar Whispers,Lunar Whispers,Song,Blues Rock,2026,12209,Whispers of the Dnieper,Whispers of the Dnieper,Song,Blues Rock,2000
InStyleOf,14165,Whispers of Homecoming Celebrations,Whispers of Homecoming Celebrations,Song,Jazz Surf Rock,2026,14442,Breaking the Ice,Breaking the Ice,Song,Jazz Surf Rock,2000
InStyleOf,14760,Nymph's Embrace,Nymph's Embrace,Song,Indie Pop,2026,8273,Amber Spirits,Amber Spirits,Song,Southern Gothic Rock,2000
InterpolatesFrom,4624,Street Corner Childhood Echoes,Street Corner Childhood Echoes,Song,Blues Rock,2026,12273,Whispers of the Les,Whispers of the Les,Album,Blues Rock,2000
InterpolatesFrom,5761,No Redemption,No Redemption,Song,Oceanus Folk,2026,1977,Verdant Paths of Memory,Verdant Paths of Memory,Album,Indie Folk,2000
InterpolatesFrom,14567,Whispers of the Nordic Meadow,Whispers of the Nordic Meadow,Song,Dream Pop,2026,11830,Verses from a Silent Room,Verses from a Silent Room,Song,Synthwave,2000
LyricalReferenceTo,15532,Evening's Delicate Petal,Evening's Delicate Petal,Song,Speed Metal,2026,16724,Sole Survivor,Sole Survivor,Song,Speed Metal,2000
CoverOf,5923,Kurashiki Blues,Kurashiki Blues,Song,Darkwave,2026,9777,Melancholy in Miniature,Melancholy in Miniature,Song,Darkwave,2002
InStyleOf,16327,Eternal Devotion,Eternal Devotion,Song,Emo/Pop Punk,2026,10294,Canal Midnight,Canal Midnight,Album,Emo/Pop Punk,2002
LyricalReferenceTo,2684,Echoes of a Falling Halo,Echoes of a Falling Halo,Song,Emo/Pop Punk,2026,806,Holding Closer Than Words,Holding Closer Than Words,Song,Southern Gothic Rock,2002
LyricalReferenceTo,5146,Waste Management Waltz,Waste Management Waltz,Song,Darkwave,2026,9777,Melancholy in Miniature,Melancholy in Miniature,Song,Darkwave,2002
InStyleOf,5088,Echoes of a Lonely Gaze,Echoes of a Lonely Gaze,Song,Lo-Fi Electronica,2026,966,Strings of Silence,Strings of Silence,Song,Lo-Fi Electronica,2003
CoverOf,2413,Crowns and Secrets,Crowns and Secrets,Song,Dream Pop,2026,5233,Twilight Between Legends,Twilight Between Legends,Album,Dream Pop,2004
CoverOf,6130,Unfolding Path,Unfolding Path,Song,Doom Metal,2026,4348,Hysterical Revenge,Hysterical Revenge,Song,Oceanus Folk,2004
CoverOf,12013,Whispers After Dark,Whispers After Dark,Song,Alternative Rock,2026,8055,Decode My Heart,Decode My Heart,Song,Alternative Rock,2004
CoverOf,13934,Bridges Between Words and Worlds,Bridges Between Words and Worlds,Song,Indie Folk,2026,10709,Sentinel's Oath,Sentinel's Oath,Album,Dream Pop,2004
CoverOf,14329,Falling Shadows,Falling Shadows,Song,Synthwave,2026,6006,Mercy's Endless Tide,Mercy's Endless Tide,Song,Doom Metal,2004
DirectlySamples,2596,Marsh Echoes at Twilight,Marsh Echoes at Twilight,Song,Dream Pop,2026,10709,Sentinel's Oath,Sentinel's Oath,Album,Dream Pop,2004
DirectlySamples,7479,Sips and Secrets,Sips and Secrets,Song,Doom Metal,2026,6006,Mercy's Endless Tide,Mercy's Endless Tide,Song,Doom Metal,2004
